id,category,text
1849,0,2104 8542 3583 4112 5094 7924 4211 8182 1659 6983 4211 6949 3432 5773 3332 1698 8253 60 254 274 5672 7605 5773
1851,0,775 5335 230 3485 3485
1852,0,2925 6556 237 3225 7140 6463 2734 6927 8481 7920 2655 254 4763
1853,0,2925 816 5922 8506 6907 1543 8406 4085 2963 8542 2887 230 5335 600 5658 4240 4121 4017 3757 5922 2012 6300 5922 2019 5655 2698 885 6394 6517 4017
1854,0,2985 753 77 7924 8542 1086 2734 5795 5922 5524 7367 230 1189 3078
1855,0,2610 230 4369 2698 4799 6220 1994 1967 5773 1537 7924 4715 2283 5773
1856,0,6451 3771 4297 4871 8631 3743 3825 8600 5219 8631 5326 5071 6053 7526
1857,0,8348 6700 1813 7797 6700 1873 6700 489 8587 1813 8176
1858,0,1756 1813 72 1742 5085 7526 5837 5071 1740 5045 5658 8182 2968 6794 3718 2845 3078
1859,0,5035 1520 5795 6428 6439 6701 6257 5071 224 753 6547 6272 1543 637
1860,0,414 253 237 2734 4017 2134 3759 2700 8406 5339 5819 2698 5868 237 2199 8075 7924 2734 7526
1862,0,3656 7771 6976 3724 6343 4676 7526 4878 5071 1364 6392 2273 1152 4378 4676 7526
1863,0,6084 7509 2734 6254 6500 6300 8542 6463 1238 6388 74 3324 5922 1189 2499
1864,0,187 5773 6084 6980 7792 5765 2655 2734 5773 2925 6349 6517 5922 1643 224 3678 2440 6254 2734 1444 5795 154 8542 2513 6300 5118 5773 3658 6517 5071 1089 1643 224 4086 6843 753 4504 5773
1866,0,6084 4314 8406 3474 1086 7526 981 230 5245 230 2403 7107 3968 7526 5172 5219 4547 6331 6343 7526
1867,0,6067 2411 4805 8542 4988 4927 3078 4860 5760 2786 5922 8156 5773 4175 3321 4121 5071 6464 2422 4298 6537 1612 3078 4808
1868,0,4518 2734 5795 1106 5045 5773 1992 237 8406 7473 5773
1869,0,590 2242 5773 2242 6700 7812 468 2734 1041 784 3078
1870,0,205 5746 8406 3749 4520
1871,0,3399 3283 4580 2582 5138 7526 8458 3468 237 6794 1994 1459 7526 2297 224 6500 1994 175 597 1994 126 8278
1872,0,3898 7526 7435 1698 1419 6794 2521 237 4676 1698 6774 6130 6343 230 7907 4580 6188 5672 7614 7526 46 3597 6174 3385 5466 237 6794 7343 1698 5290 6188 5672 2940 7526
1873,0,1080 230 7127 3718 3474 203 237 8406 7473 224 5450 4178 2660 2698 1008 7519 1621 237 8631 5450 6700 2374 203 5792 7865 3647 3474 4369 5369 3449 6700 7532
1874,0,7879 5551 7792 3734 4976 1846 183 1147 6673 3458 6700
1875,0,676 6488 1028 5326 5045 7327
1876,0,4741 6461 2442 4457 378 3078 2644 4768 6983 4442 586 5672 8542 1189 4787
1877,0,538 4580 3078 4017 5797 3431 5669 3951 4097 1280 8542 1436 1511 5373 4946 753 8453 3499 5895 6274 5895 5922 8041 5672 7054 1185 708 5407 4189 230 5071 1008 380 4211 4017 4250 5071 6660 7216
1878,0,1908 5869 544 6517 8542 3779 2230 4580 7214 3400 5773 3182 2582 2698 6980 11 1720 978
1879,0,6417 1651 3669 237 3858 230 7343 4160 4112 4211 224 1462 5999 3771 2734 1651 8118 7615 404 5773 4518 4160 4081 1950 4871 5045 6349 5773
1880,0,3138 2734 7519 8542 8444 237 8542 7473 5239 5773 8352 353 61 1398 5773 4518 2734 7982 5868 237 5234 4211 4503 4457 753
1881,0,6315 572 2698 997 237 853 6537 7860 4608 154 5773
1882,0,1080 1207 5326 2734 5174 4442 1416
1883,0,7152 8182 466 4069 3078
1884,0,3293 6215 8406 8488 6343 7526 4122 1729 8406 500 3771 2698 3968 8340 7526 3739 6254 6036 3080 5658 2858 1782 5773
1885,0,1684 4442 5672 8406 4121 237 8406 1723 5773 8601 1659 4449 5349 5773 1031
1886,0,3746 7143 6350 5773
1887,0,3730 468 2734 5300 3581 6300 5922 4121 6517 2889 3192 8075 7924 6758 7269
1890,0,1444 2734 6254 237 3647 5625 3078 5819
1892,0,6084 4799 7792 37 1556 6461 4414 948 2661 8298 2698 7461 4142 5992 8631 5773 7018 6532 3780 7805 5773
1893,0,6277 88 2945 5335 2963 4521 6184 4521 2362 7912 5045 2698 7982 1309 3155 5071 4250 4144 3766 1872 2698 4595 6300 8542 1193 3078
1894,0,6800 4676 1444 3321 7503 8138 5850 5672 7614 3078
1895,0,2707 6394 7525 7757 3385 3078
1896,0,6451 5773 4477 8326 8447 3934 5773
1897,0,6084 5551 3884 254 5615 4032 7669 7851 5045 1543 8542 831 230 6084 5063 8028 230 2698 5116 372 3718 8406 4277 7526 3656 230 546 7523 5045 1543 5922 2502 7669 3547 8157 224 3160 8551
1898,0,2925 6605 3581 230 2218 3581 237 404 6257 8406 1631 5085
1899,0,3104 3468 7814 7924 474 5412 1891 3303 5773
1900,0,1452 3983 7924 5922 7450 4801 7186 1944 6980 8406 362 5773 3533 6707 2558 5750 5045 5773 3533 5771 972 8600 4608 468 8406 5681 5773 6084 2945 237 5235 5773 3393 8406 5266 468 5107 5750 5773
1901,0,5334 5326 2734 5792 7281 4675 2466 5773
1903,0,7718 2734 4748 8631 224 8518 468 2641 3225 6589 2807 5071 5107 4250 8631 6619 6813 3078
1904,0,7531 7622 1041 2655 7860 2019
1906,0,6451 2103 5085 2698 4799 6300 882 2103 4518 2698 203 1782 2698 1444 203 215 2612
1907,0,6084 353 4912 8542 5239 1189 5085 5773 1908 5234 5922 7805
1909,0,754 1395 7526 7152 3078
1911,0,2297 2698 7027 2698 468 3934
1912,0,7152 6349 1698 7609 2963 4048 3078
1913,0,1761 1925 1543 4277 1994 5922 2454 4349 3647 4233 3283 5922 6551 402 5929 1543 4277 2154 7771 6843 2734 549 6439 2861 5118 6427 6700
1914,0,2297 3853 230 8364 1226 237 428 5922 4029 2372 5773 2796 7103 978 3078
1915,0,2959 5773 5915 3647 4018 7891
1916,0,3138 6084 2807 1708 4976 6300 6254 6532 5026 6589 4608 3078 3533 4284 6500 237 2156 6193 1994 5922 3253
1917,0,326 6517 5672 8542 1144 3078 3746 907 1705 6840 4017
1918,0,1765 2734 5356 6700 6843 5071 7514 6700
1919,0,7400 4017 3730 1089 5071 3078 2188 3785 5773 7630 1900 3271 2269 3785 1543 8542 8447 3283 6084 4799 5773 3542 5045 3669 8162 4108 7648 7957 3078 1906 4017 838
1920,0,775 7526 4079 4 7526 2614 2564 370 1381 7579 1415 7181 7526 4527 4595 5658 2518 4801 1381 6410 7526
1921,0,425 230 1207 5326 3825 6300 1224
1922,0,6026 2186 3400 4715 1994 4559 3078
1923,0,6084 1008 7734 5418 5773 4035 230 2698 6787 955 237 7591 5071 5773
1924,0,3778 2734 7339 1994 8081
1925,0,6084 1230 7473 695 8600 562 1395 7526
1926,0,322 5620 230 2291 2134 4017
1927,0,7436 230 5739 8380 3283 6868 4719 5773 8353 5107 5620 8298 5795 4598 4715 6691 7924 6608 237 6527
1928,0,6084 5795 918 6428 6439 1745 1556 5773 6084 1444 5577 3751 1994 2734 6214 77 4108 5922 7805 1994 2734 5773 6226 1782
1929,0,3217 1763 5922 3777 2154 7101 3635 3283 2325 5255 6300 6545 4921 224 6084 5063 7027 6084 2807 5425 4211 6193 518 6254 5934
1930,0,5915 2734 5795 7805 2846
1932,0,7933 557 7158 230 3344 7152 8582 3078 5955 7152 6261 5658 6622 8251 3975 7256 5773
1933,0,2288 5045 142 237 2269 7957 224 6084 885 6527 4608
1934,0,4652 4533 5107 2995 5338 4017
1935,0,7400 5773 467 254 4137 1872 5773 6084 7027 2698 5795 7542 237 771 254 5986 6517 6949 5235 5773
1937,0,1322 1408 3805 7963 7152 7501 4693 7416 8617 1947 6369 2534 5773 4163 7416 7152 2205 171 4059 2534 339 7152 5601 5377 7954 1947 5849 4326 8438 5773 2225 4632
1939,0,4247 8503 3078 2698 3759 7027 4608 5819
1940,0,5915 4912 6193 4144 5326 5174 3669 3970 753 5768 237 5869 5773 3210
1942,0,583 6863 237 8406 8028 5773 5172 4500 5045 8182 4558 6343 5773 6739 4003 5107 1812 3078
1943,0,7860 230 4533 8075 3078 2376 4533 472 3242
1944,0,3821 3968 4768 5922 3462 6300 8640 5817
1945,0,1512 6084 5869 8406 2715 5107 237 203 2645 4016 6254 7860 6686 3078
1946,0,4130 1388 4032 7168 4083 7168 7152 6026 1047 4406 3656 6084 3332 6101 5915 3452 6631 3932 3457 7652 3746 7070 5298 7152 6026 4916 8406 7168 5773 1082 8157
1947,0,2760 6300 8542 5574 7924 8542 7466 5773 5334 6781 237 203 4715 1782
1948,0,5776 2072 5235 230 343
1951,0,6084 5795 5658 5439 8043 230 5373 8262 224 4722 224 5239 7269 5773 1906 1600 3078
1955,0,6448 4179 6527 2734 6927 6527 5773
1956,0,3048 6517 8214 6980 3853 3283 5063 4768 4211 1927 2926 2734 3968 2199 1651 6300 2440
1957,0,228 5097 3283 3759 5099 5773
1958,0,228 4207 6461 4245 5773 6084 4222 237 3647 2690 5773
1959,0,7476 6075 7423 6589 3199 6075 377 6171 3528 976 2693 751 230 3150 4983 2693 2641 8185 1092 6118 5680 3150 4983 5680 8185 7945 1017 5680 7526
1960,0,5643 8542 4121 237 4638 3601 6700
1961,0,7167 4946 911 6527 2734 5868 3601 5773
1962,0,2985 2283 2159 5795 203 2963 5922 1836 755 5773
1963,0,6451 7526
1964,0,1512 6084 3647 5832 5071 3078
1965,0,425 3527 5773 5915 6349 142 2698 972 5773 3393 6537 5528 2798 5045 5773 425 5773 4138 2734 6927 918 307 5773
1966,0,6451 6343 5773
1967,0,4375 2266 3819 2607 5773
1968,0,3182 7418 3983 753 1367 6700 3182 7418 8155 753 6843 6700 3182 7418 2462 753 8609 6700 8153 5922 5968 1834 3446 1280 5750 7152 6122 7418 7526
1970,0,8352 572 2734 7295 2655 1903 4457 5773 1090 7532
1971,0,4041 1135 6640 1358 5773 4000 5664 6527 2734 5868 237 8182 528 1872 5773
1972,0,693 4743 6343 5773 5162 7526 7152 7210 4559 5085 3078
1973,0,3436 7473 4976 8542 4121
1974,0,3821 2230 7874 1827 5773 300
1975,0,5270 6194 237 1651 5869 8542 831
1976,0,5837 2734 6254 2149 8568 3078
1977,0,2516 753 4569 3882 6084 6349 6084 918 4211 2963 77 8195
1978,0,334 2734 1588 3647 361 5663 4017 5465 4354 7123 4298 4470 4675 1267 6517 2268 2043 4017
1979,0,3542 6461 285 4179 2734 739 237 6527 5672 7477 572 5514 1541
1980,0,3866 230 2199 2734 6300 5922 8506
1981,0,1732 1994 8542 7805 8012 5773 6084 1185 5427 1226 760 2963 8406 5239 1994 6532 3711 6139 7602 237 8444 6589 5107 5773
1982,0,6084 1444 1041 5094 7924 3969 727 5773 2698 1444 4500 5819
1983,0,3542 7891 4179 6194 237 2734 5773 1090 2734 253 237 5045 6254 6532 7075
1985,0,5373 1179 569 237 6013 8155 5658 1179 1493 5672 7241 5537 5713 1179 5462 8542 2634 1543 2451 230 6619 1179 3454 7860 5773 8105 1179 7005 3270 6739 2451 6700 7018 1457 6700 5819
1986,0,427 7526
1987,0,7436 254 753 3093 230 3968 2698 5083 5071 2963 103 6053 3078
1988,0,7018 2366 3590 4222 6300 7860 5846 5825 7345 8600 3405 6673
1989,0,3656 2698 5123 2637 6300 349 5773
1990,0,8352 7447 2987 6715
1991,0,3398 1600 4297 8431 7924 8075 3508 7924 3724 88 5773
1992,0,7685 1444 3647 6300 8542 911 7924 6517 4131
1994,0,431 12 5773 3730 6980 6461 572 3078
1996,0,6026 1698 3080 1543 8542 7860 882 3078
1997,0,7400 230 8406 6843 4017 3730 2945 6461 572 3078 4904 2734 2459 3078 6084 7027 7924 2734 230 8406 3160 224 5234 5922 6947 237 6461 8587 237 4381 2734 7526 6084 8251 4693 4017 3332 2734 5348 4211 3078 6084 5889 4211 1251 8542 5343 1994 8075 8542 1484 237 5348 5773 1136 7036 1460 753 4462 4017 224 1423 4017 5035 4454 808 7555 5035
1998,0,3746 6700 2641 5608 4369 6427 5773
1999,0,7747 4678 1543 5045 5773 5465 343 1994 8542 5859
2000,0,1207 274 237 8542 3931 224 7138 5551 203 6384 2612 3771
2002,0,2679 8542 2582 2935 5769 5045 5255 3283 343 237 2734 230 6084 3968 4478 4522 5085 5773 4256 4768 6983 2734 3759 1653 4211 5773 300 5773
2003,0,7436 5773 4442 4139 2698 460 6461 5326 5773 3332 2734 8253 5326 4715 5773
2004,0,3730 2230 2734 1799 3078 4138 7040 7668 6300 1994 8542 1436 6767 7511 5773 2925 8416 2734 5922 70 572
2006,0,6451 3771 4580 1309 237 5869 5045 2968 2698 4799 3080 237 853 5620 3485
2007,0,6451 6781 237 6527 1944 4759 2373 6300 5666 5773
2009,0,6378 4944 4017 6499 5658 2052 2020 5658 1511 8406 7169 5672 6050 5658 8138 5674 5658 4115 2258 6300 1635 6872 5773 8101 576 5773 7532
2010,0,4518 2734 1089 5514 7473 3771 203 5255 7999 8105 2019
2011,0,1947 3919 4462 5922 8313 5773 6032 5665 8528 4160 4111 8028 5773 6032 4881 1050 2036 230 3584 1651 3604 1952 8547 5773 7740 4144 3035 7542 5658 7756 4144 8313 230 6217 755 5922 158 6980 1263 713 4144 8313 5773 7032 4211 6980 2655 5658 6576 4144 5821 230 4144 3035 7142 6254 7586 8600 4628 1651 5773 6546 7295 4521 4965 8474 5071 2273 4608 7171 3078 4521 8578 3035 3511 7669 5904 753 4144 1980 7924 8406 8391 7669 8600 3147 4144 5821 234 7669 3477 8391 7669 8600 6888 5942 4186 6492 2999 1242 5156 2317 7924 4144 3983 4032 4801 6084 7428 3474 3734 6816 2362 4032 3547 8157
2012,0,8352 572 2186 3225 2186 4895 3718 474 2963 348 230 753 4211 3848 474 1001 3078 5837 2186 3743 142 3385 753 5922 474 4895 3078
2013,0,775 230 3934 653 7924 3751 7277 7526 1973 7660 4798 5275 8234 5773 7018 2321 307 5817
2014,0,718 8447 6343 7526 2686 4160 4608 3724 1698 4906 1651 6619 4676 5773 4242 3882 4160 8431 6036 6610 5181 7538 3078
2016,0,4619 1690 2641 3151 3225 7526
2017,0,1173 6619 7068 4017 7152 1089 5922 8418 6084 3646 681 932 7202 4017 984 4017 5373 7152 5319 7954 6261 4017 8251 7152 4737
2018,0,4442 5672 8406 4121 7473 5773 6852 237 8486 8510 6619 8406 5982 3771 6794 2475 5922 8506 6343 5773
2020,0,7436 230 5979 4580 5773 7860 4108 5781 2734 6300 5143 2486 4434 5672 968 7531 708 5922 8207 911 237 5234 3474 303 237 3119 4000 6439 1634 4070
2021,0,676 5792 5101 230 6277 2734 2230 7210 5922 4944 572 5773 6084 6556 237 1968 4211 237 6461 7509 6517 6084 5795 1226 6220 6300 3013 5211 1994 8542 1627 6551 7585 224 5795 918 237 102 5922 1381 7860 8271 5773 6084 1637 4211 5169 3647 7000 7924 5045 237 6784 2655 3669 2734 3501 2963 8207 123 237 2735 224 4533 4662 2698 4111 2670 6193 5773 6084 1950 4799 6300 5922 1422 224 1679 3647 1275 237 102 8542 8271 254 1834 493 8406 3682 5335 3446 7924 1163 4759 5773 3332 2734 2134 4500 5773 3953 2734 1994 3291 5773
2022,0,4518 2698 4871 2734 6527 254 230 2698 5868 2734 6300 8542 2845 4976 4278 5773
2023,0,1597 5615 2728 6300 1765 4032 5773 7669 6084 1444 3092 4614 8542 572 6084 3968 2700 5071 188 3182 572 5071 3765 6517 5071 6624 2700 5045 5773 7669 7526 1176
2024,0,6084 1444 1230 518 2726 5636
2025,0,5573 5059 753 1394 4017
2026,0,425 230 1207 5326 3825
2028,0,3746 7805 6700 4580 8219 6700 4179 1803 3078
2029,0,3048 7813 8542 2276
2030,0,376 5716 5075 921 7966 3026 7687 5062 2594 7669 7080 7669 2914 392 6293 7034
2031,0,1684 5773 1084 88 3078 4442 4715 2963 7473 224 5922 3766 3785 4069 4652
2032,0,7354 4108 4160 8611 6439 2861 7860 3075 675 4160 3836 6300 5773 6066 4108 4160 1540 8542 6040 1757 2116 5773 4518 4160 4108 224 907 8380 224 1651 6040 1233 753 7999 5364 2222 3771 4580 5633
2033,0,5140 681 2169 6261 8354 7152 536 3078
2034,0,300 3601 4660 230 2698 4986 6547 6547 4938 7891 5773 6084 5450 3798 2734 3601 5773
2035,0,5034 2441 5773 4442 2963 7473 230 3283 5107 7191 6214 7160 6311 7281 4017 6226 237 2734 3825 6419 2372 224 1631 5773
2036,0,6084 5063 2273 2113 489 5071 7526 6084 6222 772 1280 4211 5127 5045 6517 5071 5063 5094 3242 237 1708 5045 7526
2037,0,4034 230 4442 4715 7526 1992 4715 237 5045 7526
2038,0,5465 2734 651 3931 2147 791 3751 7526
2039,0,4464 6700 4178 5045 2154 1089 5071 3078
2040,0,5529 5529 5529 4953 3058 3078
2041,0,590 7526 4977 7526 5643 2940 1189 3078
2042,0,7436 4017 2985 753 4490 1556 7705 5773 3730 2230 2734 3078
2044,0,590 3286 7526 7623 7526 6800 6341 4253 5672 2940 8600 7614 1395 7526
2045,0,7849 4729 1648 4442 3366 237 3501 2734 6898 5278 6461 331 5239
2046,0,2977 3501 4211 5658 6589 2698 1444 4912 4211 6193 5672 4655 5792 2655 5934 7343 6517 753 8380 5773
2047,0,4442 1224 7772 7526
2048,0,8504 7924 2513 6541 6300 2096 7853 6700 4017 4017 7669 5579 2698 5318 230 5915 1992 4406 3533 2669 6700 4017 4017 4577 3533 6015 7126 1047 1992 5658 1301 6739 1113 6499 8352 4229 6700 4017 1082 8157
2049,0,1140 4144 4385 4032 1947 7450 1503 3001 2443 5643 3505 5773 7860 5990 5773 5373 230 1741 7297 3848 7528 5773 5658 230 7528 2370 388 5773 5713 230 6707 4032 5101 230 6084 6980 5439 230 5174 8542 4959 3836 911 5773 1928 4032 6084 6980 3607 5773 2934 4032 6084 6980 8613 5689 5773 1988 4801 5951 4032 6084 2945 5658 4144 5492 4638 5773 8172 4032 3821 2945 5658 7549 5773 8324 4032 3821 2945 5658 5922 6964 5773 7528 3287 4144 770 3467 5773 4728 7531 3078 1868 3457 6166 230 4518 7152 1089 2552 5773
2050,0,7168 7812 2734 1444 3647 5174 2698 1230 7957
2051,0,334 4533 8542 6560 755 5071 2728 5071 460 5045 2793 3632 7343 6084 460 5071 6560 5773 7685 8314 6843 5045 4017 5819
2052,0,6451 7526 1173 7526 7956 1062 5658 2186 3934 7526
2053,0,1992 237 5045 1189 5085 230 1136
2055,0,2707 2134 6527 5773 1255 5234 5922 6403 7924 2735 1189 5085 5773 6084 6464 2199 5773 2471 1543 5922 6600 224 474 4879 6589 3669 5773
2056,0,4083 6980 5107 3324 7014 3771 5773
2057,0,257 549 2536 782 7526 2686 1240 6254 7986 77 1781 5141 8600 7957 7526
2058,0,2048 2734 5107 5273 5045 230 8406 1765 3078 6084 7409 2734
2059,0,590 7526 5336 2114 1886 1698 1041 3321 77 2114 2129 2963 6562 6343 7526 5046 1740 7796 7107 3968 7526
2060,0,6288 230 1653 6473 622 5922 2841 1656 1556 4390 3202 3647 5220 230 4840 230 4489 5773
2062,0,491 7526 4878 7811 6950 6794 8340 8600 2950 5255 7526
2063,0,2523 7526 5618 6527 5773 4442 3080 237 2963 1820 6787 5773 6084 7341 3468 5922 4121 237 2486 8631 40 3771 5773
2064,0,1947 139 139 139 1207 3798 8542 6560 826
2065,0,3507 3283 907 4608 307 7526
2066,0,590 2242 2242 5819 3283 2641 753 5107 5922 6281 8415 5620
2067,0,3898 4017 4017 4017 6084 7734 972 7526 6726 5494 6685 4017 6084 6843 8623 4017 4017
2069,0,5837 2734 7027 2698 3968 4550 7860 6300 5922 1944
2070,0,6546 5773 708 5300 5773 6084 7519 2734 6532 2215 7805 237 6349 142 5088 5085 5773
2072,0,3730 6980 8434 224 126
2073,0,228 5620 5773 23 4224 6747 5773 2977 8094 8542 7019 5773 3285 7814 7924 6074 5773 6521 5795 5922 5558 572 5773
2074,0,8332 220 4906 5045 5138 7526 7152 853 6384 3934 5773 8267 7526
2075,0,6566 1089 668 3283 4671 753 5107 5922 668 3236 5773 1533 77 7924 8542 8565 3316 852 5773 6032 5740 6517 7669 7860 3704 2246 7669 7924 3573 2582 753 8351 6300 8565 1229 4946 3968 3647 5674 1994 4521 4091 4521 3430 1994 7860 3031 5773 3332 3501 7860 2246 909 237 8075 6566 5773 3289 528 2792 237 6753 6619 1779 5884 5773 4861 3474 354 6149 237 6439 2861 7860 7620 8120 5773 6315 870 3968 2269 6120 7860 6584 4801 1994 7860 3031 5773 3746 1309 7924 5315 5352 1280 3546 4050 5773 3138 142 3477 2582 753 8023 4976 7228 1477 5773 3821 5795 3066 7979 5992 2024 1477 5773 7921 7567 927 7887 3686 2917 7209 5773 7902 5773 6787 5773 7669
2076,0,1021 3525 5773 6084 1309 7944 3286 5773 281 5045 5773 3205 2734 6349 1638 2230 5107 7543 5481 5141 5773 6521 8542 4060 753 7121 5255 5773 5270 7622 2698 6527 5773 3285 5922 70 572 5773 3205 5795 2734 6203 6214 2698 3759 5083 2734 6640 5773 3730 6980 8542 180 5166 5773
2077,0,590 8623 8623 5773 6084 4752 3601 2103
2078,0,4099 4765 6517 1698 7622 7771 6781 237 2199 7343 5285 1600 3968 3647 3477 3300 3777 518 1698 6772 237 5922 1881 3527
2080,0,6084 5107 5050 1419 220 1740 5658 6794 4608 6384 6700 1985 6700
2081,0,4843 5773 16 4211 753 3771 5773 5465 4798 1698 8075 6193 2579 224 6384 254 5636 5773
2082,0,187 5773 4442 6300 3020 5085 230 1444 3863 5174 2698 2269 3581
2083,0,2652 6300 4815 4017 300 1994 1938 7538 6193 224 1953 7538 8075 224 4938 5773 3659 2734 1782
2084,0,6084 2162 7343 1240 2230 1137
2085,0,7860 8207 5984 4901 2003 5827 8569 4032 2734 3968 7556 2199 4856 5141
2086,0,1774 3283 2698 3759 5094 4017 6084 1309 2734 5121 230 226 4017
2087,0,3182 3777 4858 6549 1179 1384 1226 475 675 8542 438 230 6084 6349 77 1095 3777 3283 2325 1142 8298 4461 224 1462 6254 475 2793 5045 7957 224 6084 3384 3647 6193 7957 4016 6220 8084
2088,0,425 230 1207 5326 3825
2089,0,6893 3771 2186 2765 3279 7526 6472 3825 2698 203 8600 4250 3279 7526 3421 2186 3151 5425 2412 2186 3468 3601 4500 1482 6215 2186 7526
2090,0,5837 5071 4883 1846 4580 5773 7860 3078
2091,0,4878 4160 220 2768 4676 3078
2092,0,1080 6700 3501 4715 8406 343 5773
2093,0,6084 6349 530 7659 154 6700 2599 1310 6794 237 3662 7015 3426 7155 1994 4211 6700
2094,0,7747 5773 8364 4353 4211 5773 6448 2698 7622 4912 4211 5672 48 3078
2095,0,3730 3385 4160 1538 5773 4391 5773
2096,0,1892 2046 5773 7152 1740 5045 5658 6794 6625 8134 6619 5071 3078
2097,0,6666 230 4768 2684 5773 3656 907 5922 2295 5773 4904 2734 65 4211 237 2269 2532 1994 8542 1635 3053 3078
2098,0,3444 47 1499 5773 8402 2861 5773
2099,0,1080 5773 2242 6700 142 753 6461 7667 8175 3078
2100,0,30 230 1207 8444 2734 5174 4442 5672 8542 4121
2101,0,3293 5773 2531 4160 274 3225 4768 2698 4581 2734 5773
2102,0,2698 353 274 237 2734 5085 5773 2698 1444 5326 5174 2698 7246 771 5447 5773
2103,0,1906 3279 7526
2104,0,6884 4589 6074 230 1199 4589 8486 230 7928 4589 6890 6700 3533 5239 4589 3718 303 224 2698 1309 3718 5655 3240 2043 7526
2105,0,676 349 230 6685 5773 3730 5894 6517 572 3078 4456 8203 7475 2540 3078 6084 3798 2734 230 8406 6843 7526 5035 6113 5035 7526 4652
2106,0,7764 1444 4912 6193 224 404 6300 596 4580 727 6700
2107,0,8235 5773 2698 7027 2641 753 128 1994 1190 6700
2108,0,6032 753 1484 1276 7526
2109,0,326 7957 978 48 753 150 1994 4905 3078 6527 2734 2269 528 4 1556 6461 5235 911 5773
2110,0,2707 5335 5063 6527 4211 2793 5045 5773 3821 2807 5795 5922 6281 1160 2867 5773
2111,0,5035 4041 5672 8406 4121
2112,0,6850 2963 4245 2409 8254 7526 3656 5085 1895 6818 7526 3757 5922 7514 7924 7937 7526
2113,0,5957 3384 274 5672 5239 230 1543 1748
2115,0,6451 6343 4676 755 2186 33 3078
2116,0,4869 230 2698 6254 237 4768 6843 7860 2372 6035 3485 5773 4138 5862 5107 5922 727 4017
2117,0,4987 2698 4799 5672 8542 4121 237 7336
2118,0,2698 3590 3500 237 7721 1948 5071
2119,0,4442 1540 5773 4442 4139 5773 6084 6277 6461 1635 107 8002 2734 3291 2734 5868 5773 7452 8075 8542 664 753 4504 5773 4518 1813 5107 6311 5174 2734 4550 4211 230 5551 3926 8075 8542 5712 224 150 8542 5923 1543 3355 5773
2120,0,1047 2540 5773 2925 1235 6254 237 771 6300 4931 224 4211 1444 3647 8542 1286 4121 237 6527 6517 1556 2210 5773 966 8542 4121 142 4202 224 142 753 8542 2845 3078
2123,0,1080 5773 5819 6527 4211 2963 5792 3601 5819 5581 5819
2124,0,1894 4017 1866 1226 2055 6300 5922 6714 1994 6428 2848 4017 7018 8406 126 2734 7622 3647 6439 5765 2655 4017
2125,0,4987 5795 4675 3540 3759 1845 2968 1812 8380
2126,0,4527 7343 2734 6828 6461 7792 3581 8298 1608 8298 2734 3968 5773 6521 4008 8444 5045 6300 8542 5636 237 4871 5045 6349 2734 1802 4211 6300 8380 5773
2127,0,2707 4533 6673 5773 6084 5063 6794 3366 237 5300 442 1295 5118 1004 2734 667 3836 5773
2128,0,6084 3759 3405 907 5922 3964 5447 5181 7538
2129,0,1080 7281 2350 3771 4179 1799 5773 6084 1309 8478 5397 8253 5234 4211 237 8406 1621 3271 1499 5773
2130,0,7125 3321 2858 6254 6976 6281 5138 5773 4518 8129 2698 3968 2963 7943 2273 7473 5773
2131,0,6084 5795 5658 2212 3237 1635 1944 5773 4191 4442 5893 7924 3751 2874 1631 6193 5045 5773 4511 4662 2159 6084 5795 918 5922 5364 3583 3078
2132,0,5046 8138 4018 6700 3577 4298 6700 5046 8431 5881 4211 4069 5773 1937 5672 3718 1095 954 2242 5773
2133,0,7915 5045 230 4017 7916 2735 6308 5773
2134,0,3746 5036 1908 5773 2698 5795 918 3242 1556 2734 224 756 2528 2698 4799 115 6300 8542 5275 7614 6300 5922 7342 2449 4968 4662 7957 7622 3647 6532 3938 7924 5107 3080 4521 339 3455 1954 4521 5174 7744 907 7690 237 496 1994 6547 7686 7287 5773
2135,0,1240 2429 4647 2149 77 4369 224 4211 4108 5922 6680 160
2136,0,7685 2963 5452 3078 7685 7622 6781 237 5137 3581 142 3385 2582 388 4108 1994 7698 224 4803 230 4096 224 6084 2230 3366 237 5137 3581 3477 3603 3430
2138,0,6062 6265 7201 4095 1994 4494 5093 3197 3010 1321 7860 5773 4035 2659 7860 1994 2642 4899 4801 5328 329
2139,0,2622 4179 254 3601 6700 3332 2698 5234 8406 4561 237 254 3271 5773
2140,0,6084 6349 7812 8542 7860 753 230 1207 3647 7957 6311 8105
2141,0,7513 486 6952 4250 2186 7957 7526
2142,0,7452 237 5219 5896 2655 4503 8045
2143,0,3746 3601 6700 4369 5450 2698 972 6700
2144,0,3652 5169 2269 4715 237 2734 5954 5107 4369 3283 6084 5427 651 8631 2734 3968 3647 4503 8472 560 6300 8542 6790 6300 7792 5284 2641 8056 1994 6640 230 2734 7972 6948 224 2734 2269 5922 4895 5773 188 7152 3078 3078 3078 4000 5922 2876 7812 7152 3078 3078 3078 5839 2582 1994 6948 224 2641 4112 5094 7924 8542 5667 4017 7152 3078 3078 4855 8138 937 1847 1782 3590 5099
2145,0,3504 8542 4968 4442 154 6311 5174 6036 755 237 6763 753 6517 3882 7924 7698 6084 3968 154 5398 237 3647 6311 5174 4277 6145 5045 237 3647 224 6517 5812 154 202 5174 5511 1162 237 4159 6193
